iter	Passed	Remaining
543	6830	703
544	6841	690
545	6857	678
546	6874	666
547	6893	654
548	6911	642
549	6925	629
550	6938	617
551	6950	604
552	6961	591
553	6972	578
554	6983	566
555	6995	553
556	7007	541
557	7019	528
558	7031	515
559	7042	503
560	7054	490
561	7065	477
562	7077	465
563	7089	452
564	7102	439
565	7115	427
566	7127	414
567	7140	402
568	7152	389
569	7164	377
570	7176	364
571	7187	351
572	7199	339
573	7211	326
574	7223	314
575	7236	301
576	7248	288
577	7259	276
578	7271	263
579	7283	251
580	7295	238
581	7306	225
582	7317	213
583	7329	200
584	7340	188
585	7351	175
586	7362	163
587	7374	150
588	7385	137
589	7396	125
590	7407	112
591	7418	100
592	7430	87
593	7441	75
594	7452	62
595	7464	50
596	7476	37
597	7487	25
598	7499	12
599	7513	0
