iter	Logloss
0	0.609007531
1	0.5376914707
2	0.4827372821
3	0.4379710218
4	0.4035826478
5	0.375106459
6	0.3525964739
7	0.3346232141
8	0.3162250593
9	0.3025211475
10	0.29097864
11	0.2846870167
12	0.2770781559
13	0.2702122604
14	0.2603832237
15	0.2540478612
16	0.2463893028
17	0.2398265075
18	0.2357952433
19	0.2283291801
20	0.2242602008
21	0.2189169919
22	0.2158353656
23	0.210958505
24	0.2081764386
25	0.2034975234
26	0.1970173253
27	0.192813992
28	0.1877167754
29	0.1828611014
30	0.1795318653
31	0.1750521785
32	0.1727505899
33	0.1700709806
34	0.1664677907
35	0.1650076338
36	0.160796039
37	0.1582109596
38	0.1535626662
39	0.1504104078
40	0.1477217862
41	0.14605925
42	0.1445171033
43	0.1409486653
44	0.1390848557
45	0.1376560746
46	0.1354474154
47	0.1323537327
48	0.1297603878
49	0.1266502536
50	0.1248000543
51	0.123649157
52	0.1214270729
53	0.1193349018
54	0.1171897521
55	0.1162341216
56	0.1136039755
57	0.1114631646
58	0.1103936999
59	0.1085518015
60	0.1071188579
61	0.1054649901
62	0.1033039902
63	0.1013448203
64	0.09955712381
65	0.09863037699
66	0.0971778404
67	0.09487453741
68	0.09317111344
69	0.09116981051
70	0.08959493594
71	0.08834098462
72	0.08659096298
73	0.08522734809
74	0.08313832032
75	0.08172773164
76	0.08093181742
77	0.08005596297
78	0.07954598127
79	0.07798059874
80	0.07698885761
81	0.07527286818
82	0.07420001851
83	0.07317136166
84	0.07244493537
85	0.07112573159
86	0.06991031959
87	0.06863129087
88	0.06743665609
89	0.0662984927
90	0.06507287232
91	0.06423576585
92	0.06316445044
93	0.06213291237
94	0.06157965016
95	0.06101007917
96	0.06044387157
97	0.05955746413
98	0.05868675164
99	0.05757352187
100	0.05704241583
101	0.05641087635
102	0.05556056887
103	0.05495101008
104	0.05432012688
105	0.05368285428
106	0.05326088724
107	0.05295531011
108	0.052187167
109	0.05175690985
110	0.05119149698
111	0.05073620927
112	0.05019509044
113	0.04924691317
114	0.04883856696
115	0.04833798391
116	0.04761983143
117	0.04726601643
118	0.04701373894
119	0.04639309397
120	0.04605986019
121	0.04547650408
122	0.0447540083
123	0.044256267
124	0.0436246099
125	0.04317534515
126	0.04263561054
127	0.04245004279
128	0.04212325456
129	0.04162634614
130	0.04121685479
131	0.04069010007
132	0.04041039353
133	0.03995068992
134	0.03942884853
135	0.03915537926
136	0.03883755599
137	0.03823043984
138	0.03802242584
139	0.03774589424
140	0.03744156749
141	0.03709130958
142	0.03673394921
143	0.03620937657
144	0.03597682732
145	0.03575099452
146	0.03545495532
147	0.03524289728
148	0.03495995909
149	0.03470360501
150	0.03453133529
151	0.0342964996
152	0.03377539909
153	0.03344759312
154	0.03322002192
155	0.03303594145
156	0.03278678898
157	0.03254653894
158	0.03222378194
159	0.03199843546
160	0.03162444673
161	0.03147747843
162	0.03122733461
163	0.03103677147
164	0.03074946259
165	0.0303514289
166	0.03010817214
167	0.02994192376
168	0.02956340896
169	0.02941495368
170	0.02925671732
171	0.02901527963
172	0.02872081252
173	0.02858635491
174	0.02845642545
175	0.02817878877
176	0.02787727265
177	0.02776966622
178	0.02766750881
179	0.0273079856
180	0.02686947198
181	0.02667888602
182	0.02653392854
183	0.02640029743
184	0.0262332151
185	0.02599932454
186	0.02569810676
187	0.02556525837
188	0.02545996638
189	0.0253905709
190	0.02519614203
191	0.02498616207
192	0.02466353216
193	0.02454888922
194	0.02444633783
195	0.02426062176
196	0.0241522317
197	0.02396008509
198	0.02383145654
199	0.02365674665
200	0.02341112335
201	0.02315208658
202	0.02301232189
203	0.0228741338
204	0.02270874872
205	0.02254139529
206	0.02244252043
207	0.02235866198
208	0.02225449454
209	0.02207384773
210	0.02185043124
211	0.02174347622
212	0.02157254387
213	0.0214303862
214	0.02126470819
215	0.02119309945
216	0.02109241969
217	0.0209926007
218	0.02090322758
219	0.02079736578
220	0.02071638409
221	0.02062136243
222	0.02052252562
223	0.02039288336
224	0.0203484614
225	0.02029593685
226	0.02016673677
227	0.02005149461
228	0.01987463841
229	0.01979570181
230	0.01970828499
231	0.01964274848
232	0.01957003706
233	0.01947267047
234	0.01944371773
235	0.01928614631
236	0.01922336609
237	0.01912343826
238	0.0190537925
239	0.01899255553
240	0.01893578743
241	0.01889173721
242	0.01883813934
243	0.01868794698
244	0.0185783645
245	0.01849791969
246	0.01842723027
247	0.01837731846
248	0.01829752891
249	0.018235427
250	0.01816197695
251	0.01808739066
252	0.01796850928
253	0.01790929643
254	0.01785781697
255	0.01775411577
256	0.01766952234
257	0.01758586532
258	0.01747356995
259	0.01740632852
260	0.01732038876
261	0.01725509156
262	0.01718796325
263	0.01711880592
264	0.01709507153
265	0.01707526812
266	0.01705062433
267	0.01693564656
268	0.01686099581
269	0.01680750695
270	0.0167606054
271	0.01667666178
272	0.01658641073
273	0.01653045361
274	0.0164829941
275	0.01643716081
276	0.0163573578
277	0.01632766175
278	0.01629368143
279	0.01615595608
280	0.01611810216
281	0.01607062969
282	0.01604634653
283	0.01594024361
284	0.01590141092
285	0.01581292083
286	0.01576540037
287	0.015736149
288	0.01570325853
289	0.01564361823
290	0.01556520798
291	0.01545932883
292	0.01542965597
293	0.01536307862
294	0.01530987921
295	0.01525886363
296	0.01520098144
297	0.01510223257
298	0.01505880079
299	0.01501403398
300	0.01497448022
301	0.0149569386
302	0.01494466614
303	0.01486862787
304	0.01482585319
305	0.01477963506
306	0.01474892422
307	0.01465867494
308	0.01454756846
309	0.01447237886
310	0.01443704415
311	0.01441538722
312	0.01434345892
313	0.01428969281
314	0.01425869473
315	0.01420534666
316	0.01414232534
317	0.01411828134
318	0.0140937886
319	0.01401543215
320	0.01393853296
321	0.01385962552
322	0.01379229447
323	0.01373774634
324	0.01367933172
325	0.01362640319
326	0.01360203761
327	0.01355593872
328	0.01347856293
329	0.0134562734
330	0.01339611659
331	0.01333228291
332	0.01332321654
333	0.01330588115
334	0.01325485355
335	0.01321833184
336	0.01311662455
337	0.01307657864
338	0.01304235592
339	0.01302647696
340	0.01298646972
341	0.01293013228
342	0.01290626383
343	0.01286434799
344	0.01282951764
345	0.01275396346
346	0.01270413258
347	0.01266688166
348	0.01261321015
349	0.01259382233
350	0.01249934116
351	0.01247422875
352	0.01245233719
353	0.01242155874
354	0.01239866563
355	0.0123419917
356	0.01228717628
357	0.01225881292
358	0.01218984051
359	0.0121690767
360	0.01212043754
361	0.01209937245
362	0.0120806222
363	0.01206128831
364	0.01200706392
365	0.01197451531
366	0.01197131072
367	0.0119257263
368	0.01189152797
369	0.01187585486
370	0.0118539301
371	0.0118511584
372	0.01182884879
373	0.01179997807
374	0.01175713111
375	0.01173072817
376	0.01171238771
377	0.01167364886
378	0.01162909103
379	0.01161384799
380	0.01152850991
381	0.01150618917
382	0.01146476143
383	0.01144681983
384	0.0113914868
385	0.01137718968
386	0.01133586884
387	0.01127818749
388	0.01122079022
389	0.01120418787
390	0.01116995201
391	0.01113677712
392	0.01107759339
393	0.01105316274
394	0.01105025512
395	0.01103342185
396	0.01100241574
397	0.01099965887
398	0.01096507877
399	0.0109399827
400	0.01089125922
401	0.01086016235
402	0.01080700849
403	0.01074338659
404	0.0107252789
405	0.01068784876
406	0.01068179827
407	0.01063965359
408	0.01059518489
409	0.01056331242
410	0.01053424828
411	0.0105078045
412	0.01046109494
413	0.01042105823
414	0.01038880475
415	0.0103522376
416	0.01034006838
417	0.01031360649
418	0.01028586475
419	0.01025753946
420	0.01021845457
421	0.01018150326
422	0.01014711788
423	0.01011696979
424	0.01010213278
425	0.01007659393
426	0.01006111771
427	0.01005848178
428	0.01000463241
429	0.009979770364
430	0.00993868704
431	0.009883871635
432	0.009859622448
433	0.009828838403
434	0.009782370343
435	0.009760913487
436	0.009750470264
437	0.009708232717
438	0.009689824173
439	0.009687372466
440	0.009664675929
441	0.009642185106
442	0.009610607723
443	0.009592803223
444	0.009571719989
445	0.009547006228
446	0.009496256773
447	0.009465607227
448	0.009436116528
449	0.009424223684
450	0.009396254448
451	0.009391495028
452	0.009367933232
453	0.009363234207
454	0.009358595298
455	0.00931887239
456	0.009302080963
457	0.009267009271
458	0.009252292303
459	0.009211383425
460	0.009174670354
461	0.009139090005
462	0.009111607133
463	0.009088363058
464	0.009058756859
465	0.009039274572
466	0.009013127132
467	0.008964007719
468	0.008935468931
469	0.008902285153
470	0.008889774919
471	0.008858558774
472	0.008817520895
473	0.008798381298
474	0.008775993066
475	0.008755162675
476	0.008735028021
477	0.008704520242
478	0.008672830621
479	0.008648452952
480	0.008627104274
481	0.008607177559
482	0.008567162262
483	0.008546788025
484	0.008516278158
485	0.008482807537
486	0.008463757664
487	0.008443226889
488	0.008427372523
489	0.008391436676
490	0.008362148985
491	0.008354704948
492	0.008323259104
493	0.008305837231
494	0.008286664662
495	0.008264648508
496	0.008234430323
497	0.00820000174
498	0.008163936074
499	0.008137375457
500	0.008115729498
501	0.008076782365
502	0.008056434769
503	0.008031029919
504	0.008012954567
505	0.00799558208
506	0.007977766766
507	0.007960928147
508	0.007922063824
509	0.007896868348
510	0.007854510573
511	0.007845117257
512	0.007813353526
513	0.007789264155
514	0.00775094284
515	0.007730389672
516	0.00771396314
517	0.007695545347
518	0.007672422759
519	0.007642984872
520	0.007617780407
521	0.007590745911
522	0.007564342112
523	0.007544155079
524	0.007517525558
525	0.007495346678
526	0.007485742203
527	0.007460926612
528	0.007441060849
529	0.007422127207
530	0.007400764617
531	0.007375900956
532	0.007357520477
533	0.007343383428
534	0.007320011101
535	0.007296524699
536	0.007277144074
537	0.007249488113
538	0.007232952426
539	0.007212361133
540	0.007199695648
541	0.007167213415
542	0.007136330987
543	0.007114970209
544	0.007095562997
545	0.007079394625
546	0.007048927957
547	0.007026642675
548	0.007010265087
549	0.006995478244
550	0.006968647523
551	0.006947228384
552	0.006928431686
553	0.00692065755
554	0.006903638872
555	0.006878768827
556	0.006866809529
557	0.006854012123
558	0.006839842993
559	0.006815940461
560	0.006796687644
561	0.006785909022
562	0.006774725493
563	0.00676010736
564	0.006734459581
565	0.006713079378
566	0.006690517481
567	0.00666917338
568	0.006647413498
569	0.00663511971
570	0.006618535936
571	0.006600817912
572	0.00658374624
573	0.006565454474
574	0.006551955372
575	0.006526141074
576	0.00651062131
577	0.006494193828
578	0.006473740022
579	0.006453368061
580	0.006429441618
581	0.006418036808
582	0.006400158076
583	0.006379284686
584	0.006360335162
585	0.006344047928
586	0.006332658933
587	0.006326936218
588	0.006312398787
589	0.006296583513
590	0.006284600833
591	0.006267321662
592	0.006255923725
593	0.006244562655
594	0.006226532171
595	0.006219007015
596	0.006203659349
597	0.006185612638
598	0.006177695068
599	0.006163703948
